doc_id,url,title,description,pagerank
83,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,Bone Marrow Leptin Signaling Mediates Obesity-Associated Adipose Tissue Inflammation in Male Mice - PMC,"Obesity is characterized by an increased recruitment of proinflammatory macrophages to the adipose tissue (AT), leading to systemic inflammation and metabolic disease. The pathogenesis of this AT inflammation, however, remains to be elucidated. The ...",9e-06
84,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster - PMC,"Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis. In vertebrates, E. chaffeensis replicates in monocytes and macrophages. However, no clear cell or tissue ...",9e-06
85,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing - PMC,Antibody specificity and diversity are generated through the enzymatic splicing of genomic gene segments within each B cell. Antibodies are heterodimers of heavy- and light-chains encoded on separate loci. We studied the antibody repertoire from ...,9e-06
86,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments - PMC,"Over the past 20+ years, the U.S. Government has made significant strides in establishing research funding and initiating a portfolio consisting of subject matter experts on radiation-induced biological effects in normal tissues. Research supported ...",9e-06
87,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,Genomic and Functional Characterization of Enterococcus faecalis Isolates Recovered From the International Space Station and Their Potential for Pathogenicity - PMC,"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International Space Station (ISS). ...",9e-06
88,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,Identification of Critical Host Mitochondrion-Associated Genes during Ehrlichia chaffeensis Infections - PMC,"Ehrlichia chaffeensis is an obligate intracellular bacterium that causes human monocytic ehrlichiosis (HME). To determine what host components are important for bacterial replication, we performed microarray analysis on Drosophila melanogaster S2 ...",9e-06
89,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line - PMC,"Metabolic and immune mediators activate many of the same signal transduction pathways. Therefore, molecules that regulate metabolism often affect immune responses. Leptin is an adipokine that exemplifies this interplay. Leptin is the body’s major ...",9e-06
90,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,Evaluation of in vitro macrophage differentiation during space flight - PMC,We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126. We tested the hypothesis that the receptor ...,9e-06
91,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight - PMC,"In preparation for a space flight on STS-126, two in vitro culture systems were used to investigate macrophage colony stimulating factor-dependent macrophage differentiation from mouse primary bone marrow cells. The patented Techshot Cell Cult ...",9e-06
92,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,"Antiviral screening of natural, anti-inflammatory compound library against African swine fever virus - PMC","African swine fever virus (ASFV) is a major threat to pig production and the lack of effective vaccines underscores the need to develop robust antiviral countermeasures. Pathologically, a significant elevation in pro-inflammatory cytokine production ...",9e-06
93,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/,Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability - PMC,"Abundant populations of bacteria have been observed on Mir and the International Space Station. While some experiments have shown that bacteria cultured during spaceflight exhibit a range of potentially troublesome characteristics, including ...",9e-06
94,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/,Validation of Methods to Assess the Immunoglobulin Gene Repertoire in Tissues Obtained from Mice on the International Space Station - PMC,"Spaceflight is known to affect immune cell populations. In particular, splenic B cell numbers decrease during spaceflight and in ground-based physiological models. Although antibody isotype changes have been assessed during and after space flight, ...",9e-06
95,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice - PMC,"Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations. B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins (Ig), that ...",9e-06
96,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression - PMC,"Ovarian steroids dramatically impact normal homeostatic and metabolic processes of most tissues within the body, including muscle, bone, neural, immune, cardiovascular, and reproductive systems. Determining the effects of spaceflight on the ovary ...",9e-06
97,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII - PMC","This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene ...",9e-06
98,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing - PMC,"Sequencing antibody repertoires has steadily become cheaper and easier. Sequencing methods usually rely on some form of amplification, often a massively multiplexed PCR prior to sequencing. To eliminate potential biases and create a data set that ...",9e-06
99,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity - PMC,Ab repertoire diversity plays a critical role in the host’s ability to fight pathogens. CDR3 is partially responsible for Ab–Ag binding and is a significant source of diversity in the repertoire. CDR3 diversity is generated during VDJ rearrangement ...,9e-06
100,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa - PMC,"Understanding the effects of spaceflight on microbial communities is crucial for the success of long-term, manned space missions. Surface-associated bacterial communities, known as biofilms, were abundant on the Mir space station and continue to be ...",9e-06
101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases - PMC,"There has long been an interest in understanding how the hazards from spaceflight may trigger or exacerbate human diseases. With the goal of advancing our knowledge on physiological changes during space travel, NASA GeneLab provides an open-source ...",9e-06
102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/,Biological horizons: pioneering open science in the cosmos - PMC,Biological horizons: pioneering open science in the cosmos - PMC Skip to main content An official website of the United States government Here's how you know Here's how you know Official websites use ...,9e-06
103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Celebrating 30 years of access to NASA Space Life Sciences data - PMC,NASA’s space life sciences research programs established a decades-long legacy of enhancing our ability to safely explore the cosmos. From Skylab and the Space Shuttle Program to the NASA Balloon Program and the International Space Station National ...,9e-06
104,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,NASA GeneLab: interfaces for the exploration of space omics data - PMC,"The mission of NASA’s GeneLab database (https://genelab.nasa.gov/) is to collect, curate, and provide access to the genomic, transcriptomic, proteomic and metabolomic (so-called ‘omics’) data from biospecimens flown in space or exposed to simulated ...",9e-06
105,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Inspiration4 data access through the NASA Open Science Data Repository - PMC,"The increasing accessibility of commercial and private space travel necessitates a profound understanding of its impact on human health. The NASA Open Science Data Repository (OSDR) provides transparent and FAIR access to biological studies, notably ...",9e-06
106,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data - PMC,"With the development of transcriptomic technologies, we are able to quantify precise changes in gene expression profiles from astronauts and other organisms exposed to spaceflight. Members of NASA GeneLab and GeneLab-associated analysis working ...",9e-06
107,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice - PMC,"Impairment of the central nervous system (CNS) poses a significant health risk for astronauts during long-duration space missions. In this study, we employed an innovative approach by integrating single-cell multiomics (transcriptomics and chromatin ...",9e-06
